period,ts_code,method,obs,r2,abs_MKT,abs_SMB,abs_HML,abs_UMD,coef_l1
2023-2026YTD,000852.SZ,rolling,798,0.003898733275640942,0.03826377179557784,0.023381383765168403,0.10550544287515175,0.01249825410120157,0.17964885253709956
2023-2026YTD,000856.SZ,static,798,0.004386186042586893,0.12040141879696577,0.032387623924296435,0.16021692897882653,0.07431924566394384,0.3873252173640325
2023-2026YTD,000856.SZ,rolling,798,0.0019832337663029387,0.051820398711996764,0.09319552913942901,0.12405519036268514,0.007385309244683016,0.2764564274587939
2023-2026YTD,000858.SZ,static,798,0.10837306278451053,0.04860979488628819,0.41291878477346755,0.34072350644392924,0.022490516655898504,0.8247426027595836
2023-2026YTD,000858.SZ,rolling,798,0.011011485082935923,0.008222743258833515,0.11261201264396499,0.058133148669630645,0.06518060451714978,0.2441485090895789
2023-2026YTD,000859.SZ,static,788,0.010755118721993084,0.19271223749984495,0.18581749360040295,0.4218699320445612,0.08122262844300868,0.8816222915878178
2023-2026YTD,000859.SZ,rolling,788,0.0018685634067180379,0.08018772223982652,0.09816601713089933,0.15091396532974896,0.041998926440856316,0.3712666311413312
2023-2026YTD,000860.SZ,static,798,0.033950633053520196,0.11964897463555321,0.08284703598863849,0.4474780257574369,0.0012253048138777152,0.6511993411955064
2023-2026YTD,000860.SZ,rolling,798,0.009329636330540958,0.08515910278274977,0.1419651489280655,0.021398588098707778,0.05525013804038894,0.303772977849912
2023-2026YTD,000861.SZ,static,375,0.006117014937372822,0.036745042096800795,0.06050986665652004,0.21166564070947808,0.13541649264232755,0.4443370421051265
2023-2026YTD,000861.SZ,rolling,375,0.014041219645826164,0.0796318373070834,0.169315992844134,0.1349425636253241,0.2184949847549201,0.6023853785314617
2023-2026YTD,000862.SZ,static,798,0.025619814134501318,0.1888519916698031,0.02751766787812822,0.04767737704838634,0.035259034439872716,0.29930607103619034
2023-2026YTD,000862.SZ,rolling,798,0.0024524790306514888,0.05613661429523274,0.05212648458224796,0.058256393084145874,0.06984081535507801,0.2363603073167046
2023-2026YTD,000863.SZ,static,793,0.009375342810388099,0.060468859209118014,0.16983029521533702,0.04418366526577889,0.07236229501923992,0.3468451147094738
2023-2026YTD,000863.SZ,rolling,793,0.0038161691095355277,0.06406306282886755,0.033486116228949224,0.21825226916406454,0.05444552563308718,0.37024697385496846
2023-2026YTD,000868.SZ,static,798,0.0022043251520027507,0.05434417480849227,0.044007572565692064,0.04540185450394787,0.032491247735112035,0.17624484961324424
2023-2026YTD,000868.SZ,rolling,798,0.003893479541520861,0.048746125870043774,0.04902368607816171,0.11865119183134662,0.014406200656055104,0.2308272044356072
2023-2026YTD,000869.SZ,static,798,0.053898328161795184,0.02069432977130377,0.0026257131635385247,0.3594769062541914,0.008959052799728136,0.3917560019887618
2023-2026YTD,000869.SZ,rolling,798,0.0027622923609057493,0.015756450734795834,0.022281393671417463,0.006379312228381657,0.03925248968222511,0.08366964631682007
2023-2026YTD,000875.SZ,static,798,0.017473594532083192,0.07041541554813388,0.07236092833638658,0.03384972116606242,0.14443747543431856,0.32106354048490143
2023-2026YTD,000875.SZ,rolling,798,0.005710838243011662,0.009098123829499503,0.037794797677275005,0.009781342917056672,0.1219752028224399,0.17864946724627107
2023-2026YTD,000876.SZ,static,798,0.030899267613858084,0.009046681821620509,0.061146788341490094,0.29688951359513155,0.04192984487343539,0.40901282863167754
2023-2026YTD,000876.SZ,rolling,798,0.0010376470731139342,0.003158057365803138,0.0013768652772789803,0.0034226337091309423,0.04827342402872641,0.056230980380939474
2023-2026YTD,000877.SZ,static,798,0.013225605053623135,0.06891539166128016,0.05709647689697155,0.10408524910144848,0.09923522651457073,0.32933234417427093
2023-2026YTD,000877.SZ,rolling,798,0.006593784046343587,0.08867044603913087,0.018830347453268503,0.046427131910968054,0.027997932348245436,0.18192585775161285
2023-2026YTD,000878.SZ,static,789,0.017257303196591245,0.1586919181380423,0.00461229323251422,0.2492581364833121,0.10971717766880837,0.522279525522677
2023-2026YTD,000878.SZ,rolling,789,0.005063355960756022,0.05848679811792283,0.12443406145110908,0.0037823935917075625,0.0037395556791802644,0.19044280883991976
2023-2026YTD,000880.SZ,static,798,0.011796905254710888,0.0976772611987494,0.039169813929553154,0.5005326926036516,0.14952608125757008,0.7869058489895242
2023-2026YTD,000880.SZ,rolling,798,0.003447134973654342,0.030356387848942346,0.08785796777560656,0.21436648866624566,0.040169384797527574,0.37275022908832217
2023-2026YTD,000881.SZ,static,793,0.024854877744202142,0.027248395013974646,0.1521845496376294,0.3655778493620868,0.05491871953735891,0.5999295135510497
2023-2026YTD,000881.SZ,rolling,793,0.002727146203503783,0.03715151689582512,0.05205122048159189,0.02738879474853484,0.0617082840927399,0.17829981621869173
2023-2026YTD,000882.SZ,static,798,0.005535097699360336,0.07921291391800797,0.08142361258662914,0.2827543978640835,0.0064327211741957956,0.44982364554291643
2023-2026YTD,000882.SZ,rolling,798,0.004049404267489454,0.04036167055216015,0.08081467918851507,0.0769257270548684,0.0012400561205835377,0.19934213291612715
2023-2026YTD,000883.SZ,static,798,0.03663173063679148,0.08241842924020432,0.031522857167174456,0.11518535469824229,0.007436179054705584,0.23656282016032665
2023-2026YTD,000883.SZ,rolling,798,0.0043518624186364985,0.03271316820695114,0.021621379546357847,0.014861519173634253,0.06394543270649174,0.13314149963343497
2023-2026YTD,000885.SZ,static,798,0.03101990359250384,0.04921727738346726,0.0949090224822377,0.2066059707863963,0.06453448034408384,0.4152667509961851
2023-2026YTD,000885.SZ,rolling,798,0.0007200662643310762,0.00851392558424242,0.023268086933467623,0.010870555598432528,0.009214032075270915,0.05186660019141348
2023-2026YTD,000886.SZ,static,798,0.00365898534238962,0.06092503003748899,0.14421187447425018,0.10307252516537851,0.036211861406246174,0.34442129108336383
2023-2026YTD,000886.SZ,rolling,798,0.006315626191399137,0.019585035586852484,0.12455136789650903,0.188548384253207,0.020949302878998325,0.35363409061556683
2023-2026YTD,000887.SZ,static,798,0.011124438810132031,0.11335153701632306,0.03237305009761618,0.0257836288542923,0.021757893082021577,0.19326610905025313
2023-2026YTD,000887.SZ,rolling,798,0.0032167310224148205,0.0329357275286052,0.020994035847095045,0.06462815763873017,0.051343895030847214,0.16990181604527763
2023-2026YTD,000888.SZ,static,798,0.005714665989891676,0.042273534460963755,0.012726310715277911,0.19262944037229637,0.07576450111518102,0.32339378666371904
2023-2026YTD,000888.SZ,rolling,798,0.0006065678285106513,0.005399001375697859,0.03697189742406557,0.024380766629426613,0.03843582535510889,0.10518749078429893
2023-2026YTD,000889.SZ,static,797,0.014097040796713589,0.2722626746738692,0.1329138444172365,0.17003804523829325,0.0015562441516555683,0.5767708084810546
2023-2026YTD,000889.SZ,rolling,797,0.005342240289355038,0.03287666067549473,0.012205087340844887,0.21750327926631358,0.013481999751139987,0.2760670270337932
2023-2026YTD,000890.SZ,static,798,0.0017409204721061666,0.07812956749256111,0.11104506715010272,0.031100178490825605,0.015202632453700517,0.23547744558718994
2023-2026YTD,000890.SZ,rolling,798,0.0006117581075744116,0.06440991183776254,0.045254886822607455,0.10094956070169095,0.0015742760940006557,0.2121886354560616
2023-2026YTD,000892.SZ,static,798,0.0038803680251656703,0.12082666066522563,0.11571493700869431,0.24149576032329387,0.09166203557949511,0.569699393576709
2023-2026YTD,000892.SZ,rolling,798,0.00391765096924368,0.031659288293388536,0.009797152360347951,0.23144882753443435,0.01208608337628925,0.2849913515644601
2023-2026YTD,000893.SZ,static,798,0.06771516782005249,0.26294477858517046,0.4835266608311545,0.651879466331216,0.08980315164867131,1.4881540573962122
2023-2026YTD,000893.SZ,rolling,798,0.0053324768516190835,0.06364639004536368,0.08564670083794343,0.14472775987754943,0.1295762556790611,0.42359710643991766
2023-2026YTD,000895.SZ,static,798,0.09261251394185255,0.08378725125990855,0.22299486818899164,0.2683583125936541,0.14984729004239877,0.7249877220849532
2023-2026YTD,000895.SZ,rolling,798,0.007290245979461152,0.014302177768132487,0.051537147761335285,0.08111817014391456,0.010499448316128476,0.15745694398951082
2023-2026YTD,000897.SZ,static,798,0.015329964836748422,0.10184417667363972,0.179792703271298,0.2669699379911491,0.022299874980782505,0.5709066929168692
2023-2026YTD,000897.SZ,rolling,798,0.004673235621681648,0.0019520195093048823,0.07471615979231205,0.09765025464588727,0.018567755692011096,0.1928861896395153
2023-2026YTD,000898.SZ,static,798,0.009951023129664005,0.03966972405929087,0.051812413173734806,0.04508666670716678,0.05508715157661756,0.19165595551681
2023-2026YTD,000898.SZ,rolling,798,0.007730746428036395,0.06074367856120641,0.012649558964843322,0.027853271068349818,0.021503072702259863,0.1227495812966594
2023-2026YTD,000899.SZ,static,798,0.00979221043998757,0.004946271015767764,0.14825612211413725,0.1553475830311257,0.09048841661845619,0.39903839277948694
2023-2026YTD,000899.SZ,rolling,798,0.00963557896718692,0.12072440648710439,0.13634899146634316,0.12575448956326482,0.15785229827739103,0.5406801857941034
2023-2026YTD,000900.SZ,static,798,0.012092947457283176,0.017347582792557614,0.021688959491778962,0.12997826201748683,0.025223546252886874,0.19423835055471028
2023-2026YTD,000900.SZ,rolling,798,0.002446682333010486,0.027648416106274477,0.005608689796573339,0.017836045567387118,0.006729186258310291,0.057822337728545226
2023-2026YTD,000901.SZ,static,798,0.01805342807094301,0.10340330742124162,0.07509135066815764,0.341097593839214,0.167566057535602,0.6871583094642153
2023-2026YTD,000901.SZ,rolling,798,0.0047093663051002155,0.06022790595449368,0.03205323728241973,0.19552231178924007,0.09807714302863303,0.38588059805478647
2023-2026YTD,000902.SZ,static,798,0.06239985872712328,0.029495457347025564,0.03919313361974246,0.40859289231013246,0.03621143458825927,0.5134929178651597
2023-2026YTD,000902.SZ,rolling,798,0.0033745016127555427,0.018252362973221387,0.024659362116187376,0.10605371425952215,0.05457461384168065,0.20354005319061158
2023-2026YTD,000903.SZ,static,797,0.007245874007912656,0.024365955234748216,0.19068290446960395,0.05070482179194906,0.07055452664856707,0.3363082081448683
2023-2026YTD,000903.SZ,rolling,797,0.000638939624573287,0.01845692636381955,0.0013913137943201617,0.0677575561145483,0.031104740611705744,0.11871053688439376
2023-2026YTD,000905.SZ,static,793,0.011073405389418589,0.1411343937490744,0.0025840955998281956,0.01959294339356662,0.014928118136377424,0.17823955087884666
2023-2026YTD,000905.SZ,rolling,793,0.004090821568178193,0.05688105780713468,0.091154832518928,0.13333051750573569,0.0911349311160821,0.37250133894788046
2023-2026YTD,000906.SZ,static,798,0.09051255393953306,0.010543757514665558,0.1413328493627726,0.5169016827747672,0.016343040712055456,0.6851213303642609
2023-2026YTD,000906.SZ,rolling,798,0.002727655351995373,0.04007124508947957,0.00297901314290816,0.08533914885701761,0.025493115026611606,0.15388252211601694
2023-2026YTD,000908.SZ,static,790,0.04820977053481801,0.5968748208808822,0.4479025739562788,0.36481472878774596,0.222463373187963,1.63205549681287
2023-2026YTD,000908.SZ,rolling,790,0.012761013588321046,0.30883270543273394,0.15277372128324,0.2715077022511204,0.04131959791811864,0.7744337268852131
2023-2026YTD,000909.SZ,static,796,0.035377291305347836,0.2879726633707758,0.09527691420947887,0.047415290813131554,0.00929065775662092,0.43995552615000716
2023-2026YTD,000909.SZ,rolling,796,0.004423156961864794,0.03488162695572174,0.0074091718176205815,0.04548499367033689,0.15412511616571356,0.24190090860939278
2023-2026YTD,000910.SZ,static,798,0.06489898216564483,0.08451493800343278,0.31197964152141794,0.14189456800906883,0.0465112783535559,0.5849004258874755
2023-2026YTD,000910.SZ,rolling,798,0.004268880544329501,0.014082904673889588,0.07001769404996314,0.03666404261640725,0.0511083585643564,0.17187299990461638
2023-2026YTD,000911.SZ,static,798,0.004327490150178859,0.022277450437007598,0.04067456322825824,0.007894263319935311,0.14400132225686654,0.2148475992420677
2023-2026YTD,000911.SZ,rolling,798,0.001544699837818686,0.03420792172494409,0.06629097514779422,0.008069700969073904,0.060340163282911204,0.16890876112472342
2023-2026YTD,000912.SZ,static,798,0.015476775248223551,0.05264537883006477,0.0035300173432817224,0.20137636248056642,0.03547165935863829,0.29302341801255116
2023-2026YTD,000912.SZ,rolling,798,0.00786865034671691,0.07421607685942008,0.07639331470449334,0.07961651520090379,0.06525618831768949,0.2954820950825067
2023-2026YTD,000913.SZ,static,798,0.01238967875175645,0.11513447972801576,0.1861002476176132,0.3283507950751618,0.009881141030378002,0.6394666634511686
2023-2026YTD,000913.SZ,rolling,798,0.014678813050940431,0.07919539869683317,0.02720279446628625,0.23764444393842393,0.01798328570908917,0.36202592281063256
2023-2026YTD,000915.SZ,static,798,0.06006118976720132,0.12415048839709517,0.05152845813552992,0.3689747276432176,0.06110215930235853,0.6057558334782012
2023-2026YTD,000915.SZ,rolling,798,0.006576714650918802,0.011003739871223786,0.03097315738034695,0.17399962126662188,0.016313264128638778,0.2322897826468314
2023-2026YTD,000917.SZ,static,798,0.016509743303527724,0.05432916408755528,0.16172339455856352,0.2923763782571596,0.13321814925217232,0.6416470861554507
2023-2026YTD,000917.SZ,rolling,798,0.005049935803474237,0.01887753959864652,0.0254690492355348,0.2579904842582892,0.06020521398818747,0.36254228708065794
2023-2026YTD,000919.SZ,static,798,0.019335631739188286,0.051568905915646904,0.024382555511908724,0.27544409754890675,0.04108230517562318,0.3924778641520855
2023-2026YTD,000919.SZ,rolling,798,0.0016890493335890433,0.001803451805517789,0.031212325805641233,0.018785451243824386,0.04919184163541839,0.10099307049040179
2023-2026YTD,000920.SZ,static,798,0.02313365979144766,0.06296428716286084,0.03906375312046173,0.17414924726860503,0.12087274214097898,0.3970500296929066
2023-2026YTD,000920.SZ,rolling,798,0.0008034226238166076,0.0017083593590017931,0.04016376822761017,0.005299565537063483,0.016616674765421408,0.06378836788909685
2023-2026YTD,000921.SZ,static,798,0.021099437657895015,0.20790711633422088,0.10938390476207246,0.04658666399364596,0.0033240863880454503,0.3672017714779848
2023-2026YTD,000921.SZ,rolling,798,0.0025335350949443614,0.015170999667901114,0.05740887123818922,0.03976642400899289,0.06988343417100133,0.18222972908608454
2023-2026YTD,000922.SZ,static,798,0.010434394447852435,0.025074742576734324,0.1952544974844602,0.08342042266848057,0.07053726083267665,0.3742869235623517
2023-2026YTD,000922.SZ,rolling,798,0.0011824586390521974,0.01908695570329081,0.0428690860224587,0.05864691834379146,0.015412356058196415,0.13601531612773737
2023-2026YTD,000923.SZ,static,798,0.03552256700015888,0.04894135681825462,0.2993634509620666,0.040526811767188316,0.00973668389544173,0.3985683034429513
2023-2026YTD,000923.SZ,rolling,798,0.005288418184434707,0.0034183806450611143,0.08387020402828696,0.09539367601104344,0.06146437504419044,0.24414663572858197
2023-2026YTD,000925.SZ,static,798,0.0060229633747398426,0.04089185277485935,0.088259069833575,0.23452481151682056,0.04379340430534988,0.4074691384306048
2023-2026YTD,000925.SZ,rolling,798,0.0009760104313532025,0.023553497528882812,0.03996213884477081,0.023558055952116772,0.00516167211474317,0.09223536444051356
2023-2026YTD,000926.SZ,static,798,0.02379906449509883,0.20694900971275937,0.00878239453774915,0.28624340289512323,0.07530613152948291,0.5772809386751148
2023-2026YTD,000926.SZ,rolling,798,0.007178301702766787,0.07855345053366684,0.01755188400626588,0.08229126695595043,0.014693268472568445,0.1930898699684516
2023-2026YTD,000927.SZ,static,798,0.04641459534921011,0.0999936647036391,0.22269767475696386,0.32337116471405,0.09829273986426226,0.7443552440389152
2023-2026YTD,000927.SZ,rolling,798,0.006958876284449356,0.03322850575831843,0.0665921340285766,0.034307601933085394,0.033847787762853354,0.16797602948283377
2023-2026YTD,000928.SZ,static,798,0.030488395307021188,0.03105852862800025,0.1736358444121008,0.3031734905486286,0.02324981013263288,0.5311176737213625
2023-2026YTD,000928.SZ,rolling,798,0.0021869794512410223,0.03616520059482467,0.07831865113872777,0.03904244542307228,0.061788322946876174,0.2153146201035009
2023-2026YTD,000929.SZ,static,792,0.014512352449569388,0.0671062517140982,0.25901087170337345,0.00781645363337462,0.040410493271694645,0.37434407032254097
2023-2026YTD,000929.SZ,rolling,792,0.0037392975841115117,0.07697894737848922,0.06764765673730727,0.1867734070410984,0.014033778145299979,0.34543378930219487
2023-2026YTD,000930.SZ,static,798,0.09011820427999229,0.042520804766039755,0.13189730784552486,0.5492079875717103,0.06841576777061688,0.7920418679538918
2023-2026YTD,000930.SZ,rolling,798,0.010982949611912929,0.004190909338443086,0.01489647867246518,0.1631281713782561,0.08035075416050759,0.26256631354967197
2023-2026YTD,000931.SZ,static,798,0.041468201080614775,0.0001752511604394269,0.20517314648891094,0.15341172537364128,0.03287192514128598,0.39163204816427766
2023-2026YTD,000931.SZ,rolling,798,0.007920118633444329,0.02660989860366471,0.06313198257125645,0.06559977400681982,0.03561237637234664,0.19095403155408763
2023-2026YTD,000932.SZ,static,798,0.010795981645929875,0.1011247839758869,0.15180347079722695,0.005829595600675001,0.030510728880622926,0.2892685792544118
2023-2026YTD,000932.SZ,rolling,798,0.007213330038965293,0.1075476709651682,0.04497313418381731,0.051396595133068934,0.015873655666216416,0.21979105594827086
2023-2026YTD,000933.SZ,static,798,0.04174501611617121,0.339718890340905,0.07774192120804621,0.45053623805633203,0.1920899012992424,1.0600869509045256
2023-2026YTD,000933.SZ,rolling,798,0.0008406902477073874,0.0022358379940870866,0.01605383796517215,0.03707543473610529,0.05250615991792889,0.10787127061329341
2023-2026YTD,000935.SZ,static,798,0.005155256152674981,0.041090543888019485,0.06983029911696081,0.011754385192016041,0.06786148275783895,0.19053671095483526
2023-2026YTD,000935.SZ,rolling,798,0.0011474719257675847,0.0022630779333713564,0.03708845294660182,0.04193158398715797,0.03978733057821714,0.12107044544534827
2023-2026YTD,000936.SZ,static,798,0.02075631811505152,0.03330508602454352,0.11381551744482295,0.4847037105682706,0.08222194995643453,0.7140462639940716
2023-2026YTD,000936.SZ,rolling,798,0.0036292191256745987,0.010574819745644774,0.07981567687518983,0.03769682570273842,0.13660175753506495,0.264689079858638
2023-2026YTD,000937.SZ,static,798,0.09734088742009117,0.3454996468655828,0.16415783435068532,0.3707636045289672,0.18609252234253093,1.0665136080877664
2023-2026YTD,000937.SZ,rolling,798,0.0037895810056987056,0.006411372620630254,0.054995813642226825,0.039394260923728025,0.06023433317313727,0.16103578035972238
2023-2026YTD,000938.SZ,static,798,0.026440482999220638,0.11355632540981772,0.06794231276697532,0.4340928977719104,0.10827854036845241,0.7238700763171558
2023-2026YTD,000938.SZ,rolling,798,0.0030111732881641373,0.06280850292667782,0.017406084809307762,0.16903842252461115,0.08981660755681972,0.33906961781741646
2023-2026YTD,000948.SZ,static,798,0.027539716112875756,0.25481183236350374,0.06513001734810306,0.41467774240359045,0.06520041800230707,0.7998200101175043
2023-2026YTD,000948.SZ,rolling,798,0.001281157263590016,0.04940246968037893,0.06566538363532601,0.017452679608881267,0.03474647757863714,0.16726701050322335
2023-2026YTD,000949.SZ,static,798,0.024575273247018803,0.23246661730107485,0.07980709939939018,0.4667613098851587,0.09647434671057847,0.875509373296202
2023-2026YTD,000949.SZ,rolling,798,0.005363750986085436,0.11323576823554614,0.07212447160228103,0.01958945534227581,0.07128454295449126,0.27623423813459425
2023-2026YTD,000950.SZ,static,798,0.019992536181263287,0.016615314875754086,0.14580660017150515,0.23614963776954334,0.13062209939016395,0.5291936522069665
2023-2026YTD,000950.SZ,rolling,798,0.0032620528071962696,0.011916682946281162,0.10523523433346371,0.03657193358672533,0.03889283694049494,0.19261668780696514
2023-2026YTD,000951.SZ,static,798,0.010969543486980426,0.0758011790230593,0.08692498472909056,0.14564817995543447,0.044195860697899776,0.3525702044054841
2023-2026YTD,000951.SZ,rolling,798,0.00338465646542363,0.06989218131362687,0.012067352029638843,0.04825161279038773,0.030314404650650214,0.16052555078430367
2023-2026YTD,000952.SZ,static,798,0.016056591553779365,0.035944553913035276,0.2128301573605267,0.2007448188731799,0.011369568022994827,0.4608890981697367
2023-2026YTD,000952.SZ,rolling,798,0.0024818317459943673,0.01809973420729265,0.09601883510511727,0.08076031514139402,0.03362053327965149,0.22849941773345545
2023-2026YTD,000953.SZ,static,793,0.012840098160845304,0.1227293125405293,0.08911164229094429,0.42582892578409093,0.14357308021379922,0.7812429608293637
2023-2026YTD,000953.SZ,rolling,793,0.0004348457068963363,0.025450556312765833,0.02585453534136782,0.0292436559814016,0.016575863824762907,0.09712461146029816
2023-2026YTD,000955.SZ,static,798,0.007652761214807624,0.13902589983647146,0.019331124882052617,0.28535499114421714,0.013255892014566485,0.45696790787730773
2023-2026YTD,000955.SZ,rolling,798,0.001400561664074873,0.007805196597295252,0.042697068623276366,0.0507485338323558,0.06562002103444252,0.16687082008736992
2023-2026YTD,000957.SZ,static,798,0.005451117949836437,0.12614554943787182,0.0382103717955876,0.06974351423048795,0.041120208631748464,0.2752196440956959
2023-2026YTD,000957.SZ,rolling,798,0.0038345558541200697,0.059678451347351676,0.01942886381179855,0.08913967231914788,0.0658002122984257,0.2340471997767238
2023-2026YTD,000958.SZ,static,788,0.03697516276726365,0.18007280962676633,0.1687993737474738,0.06298429375997422,0.09869059700776572,0.5105470741419801
2023-2026YTD,000958.SZ,rolling,788,0.0013573708938787732,0.02387859180815995,0.04033461322100908,0.08429948474450497,0.052152582436831275,0.20066527221050526
2023-2026YTD,000959.SZ,static,788,0.006660156055472655,0.017855529126137176,0.016224199765681797,0.05815666256601982,0.09067276278367654,0.18290915424151533
2023-2026YTD,000959.SZ,rolling,788,0.005209698256867457,0.051688605744847974,0.005515378408408565,0.02890953007909248,0.025737666084594636,0.11185118031694366
2023-2026YTD,000960.SZ,static,798,0.008336843350242207,0.07424347605462148,0.05224910439069859,0.2653196871365403,0.0837938827585376,0.475606150340398
2023-2026YTD,000960.SZ,rolling,798,0.007441279231624298,0.03423444628801469,0.13116165965903842,0.11033129157458908,0.04301314588196692,0.31874054340360913
2023-2026YTD,000961.SZ,static,322,0.06954417675037672,0.06486648328012429,0.548656640702511,0.040428781511403444,0.06698373435536212,0.7209356398494009
2023-2026YTD,000961.SZ,rolling,322,0.04563968282361941,0.4122949313722164,0.398099415674897,0.7876291064415172,0.14157706503837994,1.7396005185270105
2023-2026YTD,000962.SZ,static,798,0.008274208771227864,0.08587248482236742,0.0917227732847113,0.29212758183946397,0.13830737867143056,0.6080302186179732
2023-2026YTD,000962.SZ,rolling,798,0.00480501672312772,0.04476975646963795,0.0698127059359406,0.1744074090752407,0.07191704462269816,0.3609069161035174
2023-2026YTD,000963.SZ,static,798,0.029026346775542167,0.056019776589821615,0.1947891821375114,0.2586085669788183,0.041958237652489,0.5513757633586402
2023-2026YTD,000963.SZ,rolling,798,0.006872731149807798,0.039290256431026266,0.1033124801606076,0.08073564308921866,0.032434156668608036,0.25577253634946057
2023-2026YTD,000965.SZ,static,798,0.00555761475262917,0.0788446095861279,0.07986262690390183,0.1845863196804504,0.04968665159252643,0.3929802077630066
2023-2026YTD,000965.SZ,rolling,798,0.007068645900199622,0.04463438213617991,0.15779369245660493,0.2095049889538528,0.05176648210669067,0.46369954565332827
2023-2026YTD,000966.SZ,static,798,0.03957346371053294,0.016943576347242445,0.17698014223000277,0.3007082248548652,0.12514446236869933,0.6197764058008097
2023-2026YTD,000966.SZ,rolling,798,0.007784020600164143,0.049263017149240626,0.006427384500319919,0.045081860567600975,0.11980047462847535,0.22057273684563686
2023-2026YTD,000967.SZ,static,798,0.014545595734072991,0.09233321791673937,0.22316930376809277,0.20478667668091763,0.0709523733107876,0.5912415716765375
2023-2026YTD,000967.SZ,rolling,798,0.003317437619219321,0.006606533263875489,0.029384730674202397,0.11832509971325783,0.027428812329162486,0.18174517598049822
2023-2026YTD,000968.SZ,static,798,0.04251198994884631,0.10425118993827824,0.0025576675264796997,0.40071567945930525,0.08165006660283813,0.5891746035269013
2023-2026YTD,000968.SZ,rolling,798,0.02421702172036011,0.13783356953457404,0.061469211734748064,0.16943499733024098,0.1019655454447779,0.470703324044341
2023-2026YTD,000969.SZ,static,798,0.010773955302320615,0.05183415827077548,0.14578006129783375,0.121901461290964,0.10995608010091934,0.42947176096049255
2023-2026YTD,000969.SZ,rolling,798,0.0037044060665376577,0.06270605192519259,0.02736759414904681,0.15113912721485104,0.05587704249141988,0.2970898157805103
2023-2026YTD,000970.SZ,static,798,0.021736895418187685,0.0596145595394892,0.08798005821315952,0.12907672869968628,0.11066431494006125,0.3873356613923962
2023-2026YTD,000970.SZ,rolling,798,0.003501207231767056,0.03526938168717973,0.025963779139859526,0.052209139701133875,0.07798907524763377,0.1914313757758069
2023-2026YTD,000971.SZ,static,341,0.0466603376351975,0.27217937097419426,0.15392545372680003,0.18270080917981496,0.27639809032523754,0.8852037242060468
2023-2026YTD,000971.SZ,rolling,341,0.004004185154552586,0.051934449554222585,0.023251187886368315,0.11337617026338913,0.15224730860132513,0.34080911630530514
2023-2026YTD,000972.SZ,static,786,0.013030347334240022,0.09087306128937332,0.11372203253550335,0.12977921204261836,0.13996978663214957,0.4743440924996446
2023-2026YTD,000972.SZ,rolling,786,0.0029062050249845095,0.015887099263475757,0.11159008603104545,0.006543714111874592,0.024656743838374736,0.15867764324477054
2023-2026YTD,000973.SZ,static,788,0.024090771395763544,0.18505607476196184,0.009608904512124095,0.19463035407206028,0.06589523891422487,0.4551905722603711
2023-2026YTD,000973.SZ,rolling,788,0.002032528955613566,0.06478291505092255,0.007693164270200337,0.0005659328660838781,0.05539701159005582,0.12843902377726257
2023-2026YTD,000975.SZ,static,798,0.012452700578683085,0.1404264935426116,0.07938835691146218,0.002999269530227798,0.000297708858780785,0.22311182884308237
2023-2026YTD,000975.SZ,rolling,798,0.001660676348795187,0.05573953741891395,0.06510717592020068,0.006287845684993292,0.04187696214667832,0.16901152117078624
2023-2026YTD,000976.SZ,static,332,0.029025533126912695,0.38718307624111237,0.2204665938410455,0.017318193813752325,0.10764371790679281,0.732611581802703
2023-2026YTD,000976.SZ,rolling,332,0.010708153741983195,0.23114132104340737,0.08849172188631524,0.15728864619480154,0.1671070133213795,0.6440287024459037
2023-2026YTD,000977.SZ,static,798,0.029415392681278574,0.20298151546173765,0.062374008130758496,0.7283109718929132,0.0534379667617373,1.0471044622471466
2023-2026YTD,000977.SZ,rolling,798,0.001316593918371467,0.0728998371956891,0.04391607752925105,0.13420278382813597,0.033598012182536746,0.2846167107356129
2023-2026YTD,000978.SZ,static,798,0.0022866034443324024,0.04991048056789915,0.0023743225173666616,0.013550960823072836,0.055084596952643276,0.12092036086098193
2023-2026YTD,000978.SZ,rolling,798,0.002269267640404471,0.010170644473730686,0.052377258779594385,0.035133520022835776,0.07640970110411904,0.1740911243802799
2023-2026YTD,000980.SZ,static,798,0.017104878601593376,0.30356354564267524,0.28630152499507433,0.06438125494178634,0.03512237345199788,0.6893686990315337
2023-2026YTD,000980.SZ,rolling,798,0.00188770873700439,0.11111601380850299,0.10036374569512513,0.08145893920023056,0.014701441723482598,0.3076401404273413
2023-2026YTD,000981.SZ,static,798,0.013041533679600148,0.18167110598038538,0.03210691775908654,0.24242298024915335,0.03679000065088103,0.4929910046395063
2023-2026YTD,000981.SZ,rolling,798,0.0030417576637413735,0.047450848385891434,0.005048642467464216,0.18479463569719765,0.007968491694869555,0.24526261824542284
2023-2026YTD,000982.SZ,static,354,0.026715763189356645,0.39050509694288427,0.17383998851411323,0.4618074930627548,0.06665944172238897,1.0928120202421412
2023-2026YTD,000982.SZ,rolling,354,0.003900940106884687,0.014242017470870366,0.07116548032274117,0.23495503671961457,0.01602063563194803,0.33638317014517416
2023-2026YTD,000983.SZ,static,798,0.057537686143439126,0.3642045440978329,0.26524765291615926,0.4259998311254805,0.1925249339014183,1.247976962040891
2023-2026YTD,000983.SZ,rolling,798,0.0020524887677242365,0.010032312963161642,0.060099681337540733,0.001981417832461918,0.03470042933960359,0.1068138414727679
