period,ts_code,method,obs,r2,abs_MKT,abs_SMB,abs_HML,abs_UMD,coef_l1
2020-2022,000707.SZ,rolling,725,0.009223244841490064,0.1681597386322819,0.2825334760796582,0.08777636609540773,0.017237674694243067,0.555707255501591
2020-2022,000708.SZ,static,727,0.012128438543608455,0.015031207332436819,0.3027264395380983,0.0359674492790757,0.06272998387879321,0.416455080028404
2020-2022,000708.SZ,rolling,727,0.0026310597187965135,0.059421686818322966,0.047365454454272676,0.06479168880019567,0.07385159458243903,0.24543042465523035
2020-2022,000709.SZ,static,727,0.013650956972248163,0.020008504187195165,0.15944024475226798,0.1841250042680794,0.06509338745088905,0.4286671406584316
2020-2022,000709.SZ,rolling,727,0.0036745388020497094,0.011615280423750471,0.09772371366121341,0.029605414548632532,0.02693415433173111,0.16587856296532752
2020-2022,000710.SZ,static,727,0.008704824444117798,0.014700037327746579,0.29227979247006197,0.0851313516033543,0.1725667260350861,0.5646779074362489
2020-2022,000710.SZ,rolling,727,0.006065422831784573,0.016974007527567336,0.19491603399518687,0.12591375150412337,0.14792524690141057,0.48572903992828814
2020-2022,000711.SZ,static,727,0.02961102962437545,0.3111387893294732,0.3526029400238945,0.18403441961257486,0.01521009403291846,0.862986242998861
2020-2022,000711.SZ,rolling,727,0.0011986145045718155,0.0006821474379007486,0.07759851072463243,0.06477214927789172,0.11134121740119819,0.2543940248416231
2020-2022,000712.SZ,static,727,0.027940690198328455,0.1583676112064068,0.2813186860063324,0.20219078181700278,0.030528378251882066,0.672405457281624
2020-2022,000712.SZ,rolling,727,0.001335481003782224,0.026995561662718708,0.08110129928826149,0.012501661442334748,0.05090162979420311,0.17150015218751807
2020-2022,000713.SZ,static,727,0.005821859632712756,0.14565446184005576,0.11288213067927455,0.05107566941496982,0.04545609624250178,0.35506835817680193
2020-2022,000713.SZ,rolling,727,0.0052875571295963875,0.15806497665582764,0.18611738821087426,0.19554113011369226,0.0044770078786676645,0.5442005028590619
2020-2022,000715.SZ,static,727,0.003482008285098259,0.045702828775492754,0.05878336464795841,0.09652730949097466,0.08834762634182264,0.28936112925624846
2020-2022,000715.SZ,rolling,727,0.0017206534428549913,0.003085506959389292,0.06604808692533885,0.08723655151319062,0.003782337043914628,0.1601524824418334
2020-2022,000716.SZ,static,727,0.0029504994806903717,0.029737924248278945,0.0531999593850436,0.1100891070708934,0.08224994002089839,0.27527693072511433
2020-2022,000716.SZ,rolling,727,0.0007270699454096086,0.005200664610811325,0.07652526926466209,0.060083156365590015,0.06598307365188859,0.20779216389295202
2020-2022,000717.SZ,static,727,0.05361674840321684,0.023414018904260397,0.4465109276890603,0.3158311841372485,0.27844973730040845,1.0642058680309776
2020-2022,000717.SZ,rolling,727,0.008510774244958053,0.012324864199998065,0.009630708986756893,0.15185621327934692,0.08693305612401687,0.26074484259011876
2020-2022,000718.SZ,static,727,0.014374516166773432,0.06320603924759338,0.39938145349789295,0.012826114384459575,0.013209094829550252,0.48862270195949614
2020-2022,000718.SZ,rolling,727,0.00324729898411813,0.04577346890318257,0.031478213332742984,0.1759770625689082,0.07880939206949852,0.33203813687433226
2020-2022,000719.SZ,static,727,0.009050013012968816,0.01899876151808587,0.019245549491714878,0.17590207572256683,0.12372222627503233,0.3378686130073999
2020-2022,000719.SZ,rolling,727,0.01203795952128317,0.04074077268142018,0.11315832556554235,0.0878109474817464,0.0727752524128148,0.3144852981415237
2020-2022,000720.SZ,static,727,0.02219734009498542,0.010328737923738812,0.3274434778648706,0.10576424617380514,0.2505546015495724,0.6940910635119869
2020-2022,000720.SZ,rolling,727,0.0005418234651233256,0.005554512940481103,0.03908653148342169,0.047379342121753036,0.04464048909202158,0.13666087563767743
2020-2022,000721.SZ,static,727,0.009730150140624505,0.14454094577915672,0.40854512360851014,0.36945710658071373,0.0760608297634018,0.9986040057317824
2020-2022,000721.SZ,rolling,727,0.0007904955972275474,0.009078639706019236,0.05858255997434884,0.044271347930593126,0.09771088498618952,0.2096434325971507
2020-2022,000722.SZ,static,727,0.007551957491921946,0.006557574507230615,0.3749060453074528,0.20806507123910137,0.07515260462826046,0.6646812956820453
2020-2022,000722.SZ,rolling,727,0.0025687622532640786,0.046941213866043885,0.1118899170782303,0.132127107956117,0.047655892190479957,0.33861413109087113
2020-2022,000723.SZ,static,727,0.009782768520750995,0.11295282735771546,0.04947636361957828,0.06700241235278115,0.1997594477876613,0.4291910511177362
2020-2022,000723.SZ,rolling,727,0.012184092217881082,0.14172953595493348,0.15970253917654992,0.12992246521217599,0.09826380832170858,0.5296183486653679
2020-2022,000725.SZ,static,727,0.005189660373709493,0.0734500029409563,0.1133916692620874,0.09781593867527585,0.08099122237012878,0.3656488332484483
2020-2022,000725.SZ,rolling,727,0.006607875870477398,0.01147207829675035,0.06139151374292408,0.16612879825692556,0.020706320373585378,0.25969871067018535
2020-2022,000726.SZ,static,727,0.008472417951773226,0.036872499660613,0.1257398191327847,0.025464819723044374,0.0033402768854843678,0.19141741540192644
2020-2022,000726.SZ,rolling,727,0.01907968863376841,0.06558581385533291,0.15716152059619248,0.0719419375690398,0.02952315984423868,0.32421243186480386
2020-2022,000727.SZ,static,718,0.025540911106671782,0.22634736841016873,0.2636399696038644,0.056470643248360625,0.10887815339130844,0.6553361346537022
2020-2022,000727.SZ,rolling,718,0.0034103018674199737,0.048609381198634706,0.007669693596384423,0.10668169674793061,0.006479211293987325,0.16943998283693706
2020-2022,000728.SZ,static,721,0.018913918967970567,0.13335465339185593,0.09087652034853028,0.08785164346406621,0.08749477441727965,0.39957759162173206
2020-2022,000728.SZ,rolling,721,0.004206914762641345,0.005690266410569134,0.09725807248906869,0.07042320112539782,0.035212436984967004,0.20858397701000264
2020-2022,000729.SZ,static,727,0.010446386010260045,0.06553265468328047,0.04933671150253489,0.20792358065063107,0.04247320651987063,0.36526615335631707
2020-2022,000729.SZ,rolling,727,0.0010331106737456741,0.04575102979441513,0.020592337171784846,0.05956994707151192,0.008303349219324851,0.13421666325703674
2020-2022,000731.SZ,static,727,0.016738883271768423,0.11568978326224882,0.29309241260761065,0.22645482205063375,0.24293129212075618,0.8781683100412494
2020-2022,000731.SZ,rolling,727,0.004458407945534204,0.03714195466007369,0.13471235746422852,0.0294075421530485,0.07862084534136016,0.2798826996187109
2020-2022,000732.SZ,static,717,0.0117004949210876,0.2127396158517038,0.001365991254206833,0.23629403341700164,0.021571418270425656,0.4719710587933379
2020-2022,000732.SZ,rolling,717,0.003058263285333096,0.025934276515693216,0.15078667632720966,0.07214285849009136,0.07236754592741643,0.32123135726041063
2020-2022,000733.SZ,static,727,0.014154498772714241,0.04167329523266375,0.24629914558832383,0.10950277442584436,0.20242366531964578,0.5998988805664778
2020-2022,000733.SZ,rolling,727,0.0017073340626229117,0.06858905807467401,0.06269499597664371,0.013232922693369807,0.0022385887668568425,0.14675556551154437
2020-2022,000735.SZ,static,727,0.009897005466922626,0.09026705492703929,0.06810817104474061,0.16076679559655505,0.15566016402456584,0.47480218559290077
2020-2022,000735.SZ,rolling,727,0.0033787696486869967,0.01973382741169071,0.06891313266932811,0.12684239860230728,0.07329383925341834,0.28878319793674445
2020-2022,000736.SZ,static,727,0.047056676235602946,0.00970608868367527,0.9102011112230106,0.7705271498709583,0.14540762050587155,1.8358419702835158
2020-2022,000736.SZ,rolling,727,0.002751801711781021,0.03157754223012994,0.18042551638144652,0.17933038487563188,0.10574964832034432,0.49708309180755267
2020-2022,000737.SZ,static,715,0.01218050282787353,0.17699131935204013,0.16108180654327275,0.002206083826497632,0.1537625440771044,0.4940417537989149
2020-2022,000737.SZ,rolling,715,0.008270559226369323,0.07383114316324631,0.30304924543657313,0.10062593242783206,0.024728315586841576,0.5022346366144931
2020-2022,000738.SZ,static,727,0.007990162994922057,0.028860603702088816,0.1023776447509315,0.08595488290167064,0.1787226219863932,0.39591575334108414
2020-2022,000738.SZ,rolling,727,0.009280282798878492,0.0030387251943883864,0.19137562346574943,0.14436985231868107,0.03735654602190779,0.3761407470007267
2020-2022,000739.SZ,static,727,0.018196788827030907,0.11886615099195921,0.2721011356909051,0.5399274441011729,0.0020645155497368804,0.932959246333774
2020-2022,000739.SZ,rolling,727,0.002120349792370524,0.006559780877545773,0.0772253656087028,0.09993961957008725,0.10532670065277633,0.28905146670911214
2020-2022,000750.SZ,static,721,0.026714727630193447,0.09523857879539491,0.08509316170880565,0.13303976245789076,0.13297613734086658,0.4463476403029579
2020-2022,000750.SZ,rolling,721,0.00304309883848608,0.0010961374264617102,0.04866294734476091,0.0450293882603901,0.034203871756146226,0.12899234478775895
2020-2022,000751.SZ,static,727,0.008791939248086522,0.04685649910541084,0.13707721463490455,0.19623054121908046,0.1838015356669236,0.5639657906263195
2020-2022,000751.SZ,rolling,727,0.003798135273831771,0.05475491565298135,0.10929131970331635,0.04444828506753551,0.018474594747563005,0.2269691151713962
2020-2022,000752.SZ,static,727,0.003921907190691187,0.006617966775462399,0.14277228965738284,0.08930666537053662,0.11782823226084116,0.356525154064223
2020-2022,000752.SZ,rolling,727,0.002180482351176849,0.006229938392511493,0.061186314020635645,0.13905458806015394,0.040143439073414326,0.24661427954671541
2020-2022,000753.SZ,static,727,0.0036999594089738297,0.008798553884523844,0.14473659289163746,0.01909738675204921,0.07726975075516417,0.2499022842833747
2020-2022,000753.SZ,rolling,727,0.0010537806174609754,0.038667283383825926,0.011492325806490362,0.0620881543529619,0.020037665975984387,0.1322854295192626
2020-2022,000755.SZ,static,711,0.002231974279497506,0.07179929727156392,0.03644268525080227,0.06616646920652211,0.057757165421339775,0.23216561715022807
2020-2022,000755.SZ,rolling,711,0.002834325825788464,0.0005614503110934477,0.04721947181190618,0.10159105970838792,0.13132440383440663,0.2806963856657942
2020-2022,000756.SZ,static,727,0.011696763709348135,0.25751611315842604,0.40786352816193117,0.3445655397389161,0.14861367654069818,1.1585588575999717
2020-2022,000756.SZ,rolling,727,0.0022727717634933864,0.07710719905243688,0.14500778261963831,0.09242140905407625,0.1596089874716951,0.4741453781978466
2020-2022,000757.SZ,static,727,0.0055422793326849185,0.07234625712430054,0.18802440095127396,0.011784598778843206,0.0408707666396255,0.3130260234940432
2020-2022,000757.SZ,rolling,727,0.0028211229828110085,0.07794921643941109,0.021245141333848097,0.07449631244586777,0.0496613725459942,0.22335204276512116
2020-2022,000758.SZ,static,727,0.007603852281342638,0.07983550648452123,0.0510903783616329,0.1486254785830779,0.19955817559405983,0.4791095390232919
2020-2022,000758.SZ,rolling,727,0.0039765185264617475,0.07993333487833493,0.15916096560296242,0.03193832914210873,0.02902631597903456,0.3000589456024406
2020-2022,000759.SZ,static,727,0.022664528752986857,0.1742949046607722,0.19773823522283424,0.24057599944743352,0.05257313580747333,0.6651822751385134
2020-2022,000759.SZ,rolling,727,0.0022616906982912965,0.010513258864733997,0.13352947571899712,0.030995681171245796,0.05213232142676369,0.2271707371817406
2020-2022,000760.SZ,static,130,0.04953380425046838,0.48920493038024926,1.0753268898465205,0.18592905558217693,0.19616859474610812,1.9466294705550546
2020-2022,000760.SZ,rolling,130,0.039135860186512494,0.17858396440404967,1.4083375404645095,0.025706589538307234,0.6550503333353516,2.267678427742218
2020-2022,000761.SZ,static,726,0.03105426881507678,0.03259546342746274,0.3904161485776181,0.29590864819803725,0.18904701609617666,0.9079672762992947
2020-2022,000761.SZ,rolling,726,0.0014181956925845007,0.0358615633282759,0.028301598670042317,0.02206489578529281,0.04942778382195263,0.13565584160556365
2020-2022,000762.SZ,static,727,0.016627911758564484,0.002426691872338016,0.19208869934706824,0.18767821775390436,0.36210410915986685,0.7442977181331775
2020-2022,000762.SZ,rolling,727,0.010525492666879854,0.008730968325073918,0.33480222278808486,0.17609566415917763,0.031576970951871675,0.5512058262242081
2020-2022,000766.SZ,static,727,0.009798280844851681,0.09836893331407123,0.37970090256231565,0.18201385148145352,0.0174624261656766,0.677546113523517
2020-2022,000766.SZ,rolling,727,0.00441363033232578,0.1264337090467954,0.11334570203172023,0.011969411620332063,0.03941260658909358,0.29116142928794125
2020-2022,000767.SZ,static,727,0.006005333007455094,0.11194516493938887,0.2235118012842557,0.26620647459165975,0.006597242352285404,0.6082606831675897
2020-2022,000767.SZ,rolling,727,0.0029267758370088437,0.053423379325387335,0.11848698678868573,0.02219058806879495,0.1392234418220462,0.33332439600491426
2020-2022,000768.SZ,static,727,0.014287319345696048,0.1770339766631055,0.19666914723221074,0.024261907940967574,0.053052460729001036,0.45101749256528484
2020-2022,000768.SZ,rolling,727,0.004059695791765794,0.04119438017265356,0.1084920358969884,0.0748680488405421,0.039269367842851795,0.26382383275303584
2020-2022,000776.SZ,static,727,0.04564319247434245,0.13982644563264698,0.439978029665858,0.35814981814675056,0.20315366385022257,1.141107957295478
2020-2022,000776.SZ,rolling,727,0.001392164997106038,0.030207830447195907,0.011505390919800728,0.0431324706847524,0.020390010792366336,0.10523570284411538
2020-2022,000777.SZ,static,722,0.01241965809999257,0.06610997436690019,0.08080273424745635,0.24928184599523978,0.1251059966153667,0.521300551224963
2020-2022,000777.SZ,rolling,722,0.0001290094836311484,0.018043620579155893,0.014182176843899687,0.02252486598121503,0.002076810786971508,0.056827474191242115
2020-2022,000778.SZ,static,727,0.04372641534811772,0.018375909372440633,0.31319926362487344,0.3888977028456839,0.08317339778646617,0.8036462736294642
2020-2022,000778.SZ,rolling,727,0.0035362094786102194,0.021469018968525405,0.1246878854181678,0.0367707890438748,0.01651602875883908,0.1994437221894071
2020-2022,000779.SZ,static,727,0.017938961566052458,0.06390240038228422,0.1600753962163844,0.36326088816233243,0.2192793612854596,0.8065180460464607
2020-2022,000779.SZ,rolling,727,0.005430180734899981,0.09087617585086327,0.06512565593258648,0.16131012960216368,0.08275124072953106,0.4000632021151445
2020-2022,000780.SZ,static,461,0.022104998432433298,0.1511709768836645,0.17151270807487562,0.27340643490559324,0.15885166935255274,0.7549417892166861
2020-2022,000780.SZ,rolling,461,0.01859470639666294,0.033068460527443416,0.2748870941476508,0.10426455043781456,0.06369488236259935,0.4759149874755081
2020-2022,000782.SZ,static,718,0.004236905424224613,0.07859044550907282,0.15995331328027512,0.021056092929460063,0.026806286891236077,0.2864061386100441
2020-2022,000782.SZ,rolling,718,0.0037922099478935323,0.10394174534638734,0.05616001940849403,0.05268431828964235,0.08463339177970843,0.29741947482423214
2020-2022,000783.SZ,static,727,0.030088550103960054,0.07636164884942749,0.051492614718563354,0.1271532761868545,0.1606732149036779,0.4156807546585233
2020-2022,000783.SZ,rolling,727,0.001519807250294658,0.008861201108851306,0.036531720113770275,0.034368933098479194,0.01891001152516302,0.0986718658462638
2020-2022,000785.SZ,static,727,0.007905059376134949,0.08679134001821683,0.05813219518007114,0.07670825890544733,0.05012834295188742,0.27176013705562274
2020-2022,000785.SZ,rolling,727,0.006440316102498511,0.08796313372024085,0.06416083130247563,0.14908710946378295,0.08459046233681292,0.3858015368233123
2020-2022,000786.SZ,static,727,0.017112969362681807,0.03173803798434835,0.43713897420573944,0.24292264359254703,0.17793076827835488,0.8897304240609897
2020-2022,000786.SZ,rolling,727,0.0043683463960401125,0.04453452464679135,0.01873719585014183,0.21496643760480152,0.06884624845459242,0.3470844065563271
2020-2022,000788.SZ,static,727,0.027677409005369635,0.28909732084629514,0.14326086358508572,0.414535505475063,0.06250019932044054,0.9093938892268845
2020-2022,000788.SZ,rolling,727,0.0008997289557922672,0.020084770277548094,0.10836039981385508,0.031577636832583134,0.010549442135598424,0.1705722490595847
2020-2022,000789.SZ,static,727,0.026621203937614246,0.02809969290735942,0.3616520172172903,0.1066304375552133,0.04469048437666431,0.5410726320565273
2020-2022,000789.SZ,rolling,727,0.004458465008360668,0.04810076476600843,0.11035569078880055,0.01802182233886694,0.08904762801019374,0.26552590590386965
2020-2022,000790.SZ,static,727,0.01863234458104812,0.2507171538050285,0.032385321883230234,0.24659076835356908,0.03847413060446156,0.5681673746462894
2020-2022,000790.SZ,rolling,727,0.0008365259473041009,0.007035522857939848,0.03557465426473758,0.08160899912730622,0.056630962803517315,0.18085013905350097
2020-2022,000791.SZ,static,727,0.011855769399015559,0.17887168797420816,0.26117028109508056,0.2849974408083929,0.12260167176254268,0.8476410816402242
2020-2022,000791.SZ,rolling,727,0.0018934115836158893,0.001116333265433353,0.08957951616411704,0.0569393770048577,0.031845422303825616,0.1794806487382337
2020-2022,000792.SZ,static,415,0.013042862024067903,0.12012947751430345,0.04730309814341235,0.32406492725394986,0.04750437581838114,0.5390018787300468
2020-2022,000792.SZ,rolling,415,0.021278759433117522,0.18190120354845757,0.38148765273825036,0.07011857701005134,0.1103443757055635,0.7438518090023228
2020-2022,000793.SZ,static,727,0.002891973859750485,0.08441862427443941,0.053894271188958016,0.010625092487443775,0.11177955439575393,0.26071754234659517
2020-2022,000793.SZ,rolling,727,0.002590807674268558,0.06378813792951805,0.01552927053317545,0.05533222636445133,0.07625074438400098,0.2109003792111458
2020-2022,000795.SZ,static,727,0.007086805875212487,0.020221286049231374,0.21355772190253233,0.08274544972619588,0.16206195336969934,0.47858641104765887
2020-2022,000795.SZ,rolling,727,0.012185548921943012,0.09751337707094311,0.25651351052257354,0.026667870345410797,0.07308932629889438,0.4537840842378218
2020-2022,000796.SZ,static,716,0.00873656198660755,0.24983973149766783,0.14706468603302375,0.1539914316651994,0.07689347936576138,0.6277893285616525
2020-2022,000796.SZ,rolling,716,0.0008039282400139625,0.06134030079527856,0.09599387701240647,0.039878235092704974,0.024423663176311283,0.22163607607670127
2020-2022,000797.SZ,static,727,0.020315027602780256,0.051233693287025206,0.465179126595166,0.31525365612055145,0.12397457675236932,0.955641052755112
2020-2022,000797.SZ,rolling,727,0.0062217078364119605,0.04578580210399419,0.1343840387870161,0.2954401053178507,0.00309154300122025,0.47870148921008127
2020-2022,000798.SZ,static,727,0.005195896106207631,0.0485629304516984,0.0958191069128675,0.2858932608646668,0.034467546494598225,0.46474284472383093
2020-2022,000798.SZ,rolling,727,0.0010147712298408385,0.004555422453826993,0.007173556498412177,0.11113507483796972,0.053161286381362916,0.17602534017157181
2020-2022,000799.SZ,static,727,0.042240829499245125,0.09666112080443778,0.7696496373048698,0.07391341449885233,0.12308885656007558,1.0633130291682356
2020-2022,000799.SZ,rolling,727,0.002078810020382682,0.003991028001480407,0.07889643502289798,0.17428408111250476,0.0732489123270349,0.33042045646391804
2020-2022,000800.SZ,static,726,0.002764090390891538,0.013346143513431451,0.003102744009279762,0.0486546426998029,0.10265741591574462,0.16776094613825873
2020-2022,000800.SZ,rolling,726,0.005457240188061374,0.08267014016376079,0.15631662033504973,0.014485258359388895,0.0019253396356523813,0.2553973584938518
2020-2022,000801.SZ,static,727,0.0121942824591037,0.1527147569052708,0.009594503366485763,0.05876098388864666,0.04509002069185197,0.2661602648522552
2020-2022,000801.SZ,rolling,727,0.0019263900111204935,0.0425059603523726,0.07556194411510478,0.007960222601718147,0.005592859730337384,0.1316209867995329
2020-2022,000802.SZ,static,725,0.011440515243775429,0.15598505985984842,0.034193599331992675,0.24970309146362774,0.15047127164490115,0.59035302230037
2020-2022,000802.SZ,rolling,725,0.0022731600606391567,0.06093264338224689,0.14232100852692967,0.1493464518488423,0.03824447765485704,0.3908445814128759
2020-2022,000803.SZ,static,719,0.033636870673012464,0.08105946774800887,0.34813467140801735,0.355063514866818,0.0837757822898669,0.8680334363127111
2020-2022,000803.SZ,rolling,719,0.0020013018519614567,0.057837166518920326,0.09429133013763608,0.04234814554168047,0.017824885154900966,0.21230152735313781
2020-2022,000806.SZ,static,724,0.01128860951548094,0.12958589018793804,0.23567295989707987,0.055177692813015405,0.04423273084077339,0.46466927373880673
2020-2022,000806.SZ,rolling,724,0.004742542696957952,0.0022565846908713105,0.24203764579633394,0.135998669296721,0.01650736041365795,0.3968002601975842
2020-2022,000807.SZ,static,727,0.027854916875417746,0.18809752001026914,0.5153934589744543,0.5277157371256693,0.27762588798603427,1.508832604096427
2020-2022,000807.SZ,rolling,727,0.007634100485744866,0.04992214636825662,0.24794113703430337,0.10371745234908017,0.09701706989665201,0.49859780564829215
2020-2022,000809.SZ,static,723,0.009938901924553933,0.11263130287850681,0.3232149326326512,0.06454817759693601,0.08012634699921728,0.5805207601073114
2020-2022,000809.SZ,rolling,723,0.001038354123507168,0.029583425262080854,0.08092654517174938,0.018799336952981374,0.00646136117843508,0.1357706685652467
2020-2022,000810.SZ,static,727,0.016737312410389116,0.015357379026111895,0.41829883169877097,0.02539876880285677,0.005940333797483771,0.4649953133252234
2020-2022,000810.SZ,rolling,727,0.0035457383649051266,0.011506784294257416,0.061763054162938466,0.02321658536195416,0.1719017756863373,0.2683881995054873
2020-2022,000811.SZ,static,727,0.012894482097271842,0.05086645009589255,0.32947051357659213,0.027894006505281788,0.1813183265579403,0.5895492967357068
2020-2022,000811.SZ,rolling,727,0.008506600586586921,0.037880362381548155,0.04558906607236528,0.24101547457032102,0.03973348775339763,0.3642183907776321
2020-2022,000812.SZ,static,727,0.0010918051947105267,0.048662277586180025,0.007849643221829392,0.031236599667839596,0.09922510897371767,0.1869736294495667
2020-2022,000812.SZ,rolling,727,0.0006545333907723716,0.04819355160249456,0.04280253530884047,0.02320917045467033,0.05621593340393674,0.1704211907699421
2020-2022,000813.SZ,static,725,0.0019115015589227236,0.06296520962418986,0.03215026118012361,0.12978672567238278,0.03052262626173956,0.2554248227384358
2020-2022,000813.SZ,rolling,725,0.006302857382488147,0.006247485731422225,0.014703232602196213,0.21734274298187317,0.11681655664927579,0.3551100179647674
2020-2022,000815.SZ,static,717,0.004897606976147273,0.0063964902093351095,0.20980021161913012,0.09027483786435336,0.0762206334595009,0.3826921731523195
2020-2022,000815.SZ,rolling,717,0.006559281304585274,0.20144838780587937,0.14270139601839277,0.1553863988145273,0.08692491231151937,0.5864610949503187
2020-2022,000816.SZ,static,726,0.010346544521739665,0.11601902290429492,0.2941637432806563,0.08845039122289802,0.000655508940974973,0.4992886663488242
2020-2022,000816.SZ,rolling,726,0.0033598926203012303,0.07323261292040549,0.022387997044640492,0.1417025851791916,0.03511101285222937,0.27243420799646695
2020-2022,000818.SZ,static,722,0.008452837793354706,0.16742122497707707,0.24313392441134993,0.04300725610123419,0.0062649283737315695,0.4598273338633927
2020-2022,000818.SZ,rolling,722,0.0013462435525386507,0.022550839145264803,0.0800280287758803,0.043629002124871086,0.11258657876071748,0.2587944488067337
2020-2022,000819.SZ,static,727,0.008468366421321538,0.08016750801822191,0.140870989631031,0.12483328416433433,0.21073903837663943,0.5566108201902267
2020-2022,000819.SZ,rolling,727,0.008769295711461123,0.027655644867018367,0.02643610167767268,0.2902583599862314,0.0725380424465296,0.4168881489774521
2020-2022,000820.SZ,static,721,0.019935897548800763,0.1937780108857533,0.42747554670732235,0.04452628340257872,0.2116670445022395,0.8774468854978938
2020-2022,000820.SZ,rolling,721,0.002212178080471139,0.0741734520016067,0.058598646726485064,0.049180750973469835,0.13519553500942894,0.3171483847109905
2020-2022,000821.SZ,static,727,0.010577961368211541,0.048344069485209286,0.2973037391059923,0.31129577726872604,0.2866963229016868,0.9436399087616144
2020-2022,000821.SZ,rolling,727,0.01138350571538349,0.038960331326357456,0.10670437258295415,0.32831058061133434,0.1122061416304905,0.5861814261511364
2020-2022,000822.SZ,static,727,0.010247078991546754,0.10596525289357557,0.3888434652598985,0.10992820775593465,0.06234777545249301,0.6670847013619017
2020-2022,000822.SZ,rolling,727,0.004921264699819572,0.0061039395154529885,0.19260694514711818,0.0435337275746108,0.08261423307307553,0.3248588453102575
2020-2022,000823.SZ,static,727,0.013024172206243634,0.08272118201117512,0.0805725477342566,0.10697894351548409,0.07745933222971503,0.3477320054906308
2020-2022,000823.SZ,rolling,727,0.016294479788358518,0.045606494436683555,0.04358224441799872,0.18131719074923613,0.03356013668898868,0.30406606629290706
2020-2022,000825.SZ,static,726,0.015286768045243537,0.026792173534426054,0.27075018794840744,0.34110360277570684,0.15269433949475697,0.7913403037532972
2020-2022,000825.SZ,rolling,726,0.0017171438843391895,0.0022019813539790115,0.12095860149196375,0.008743007684075089,0.009594600354134366,0.14149819088415222
2020-2022,000826.SZ,static,717,0.007404372342188936,0.04094524043113219,0.27294325472190717,0.05127344175524351,0.11782814220020149,0.48299007910848435
2020-2022,000826.SZ,rolling,717,0.0037497431394525327,0.025677465539265948,0.004479400748363678,0.087761722381263,0.12893523938553456,0.24685382805442718
2020-2022,000828.SZ,static,727,0.0027743838508145213,0.014063970608832025,0.1401285881046118,0.04763438106228966,0.06253712739221884,0.2643640671679523
2020-2022,000828.SZ,rolling,727,0.0006530242173494738,0.016729668635863282,0.03174962960494442,0.015812585066949707,0.0456001869963625,0.1098920703041199
2020-2022,000829.SZ,static,727,0.014093273767099457,0.254148221077073,0.2998242451985653,0.25557940640858073,0.27196974033205035,1.0815216130162693
2020-2022,000829.SZ,rolling,727,0.0016826329522825478,0.050410964678758385,0.02399060206626491,0.13989168641861563,0.12636044446544292,0.3406536976290818
2020-2022,000830.SZ,static,717,0.02322042894510934,0.026629169346734094,0.37714204068213136,0.23276591814693395,0.2288085987947453,0.8653457269705447
2020-2022,000830.SZ,rolling,717,0.006376973197754543,0.07207010253693072,0.11775449892025128,0.09039947711520385,0.050114725690644395,0.33033880426303025
2020-2022,000831.SZ,static,727,0.005121620499683899,0.12351214719810127,0.0734015079695762,0.08989613219476109,0.06238619107054649,0.34919597843298505
2020-2022,000831.SZ,rolling,727,0.0078078881974655845,0.1291177512719095,0.21368120186837308,0.054448392267632144,0.09018887266448007,0.4874362180723948
2020-2022,000833.SZ,static,727,0.01749010503761006,0.09480855720435527,0.27673290048369803,0.20557134449580886,0.3111496230691948,0.888262425253057
2020-2022,000833.SZ,rolling,727,0.0033767857535517143,0.07266796980065264,0.17103191362905484,0.06836816177079404,0.047326536311516364,0.35939458151201786
2020-2022,000835.SZ,static,551,0.01930125556849105,0.3666253096877698,0.0004965649193598431,0.25853119879571795,0.026967164006375867,0.6526202374092235
2020-2022,000835.SZ,rolling,551,0.0160132061950109,0.29807276537829935,0.12925472720327807,0.18682943898053245,0.08827457274340504,0.7024315043055148
2020-2022,000836.SZ,static,727,0.0066112326568161794,0.06900893395060195,0.08670119307874125,0.009910153345849541,0.14310896635534842,0.30872924673054114
2020-2022,000836.SZ,rolling,727,0.0013886729143299803,0.011005126748975996,0.002599856841442448,0.08601369570134751,0.0311132891924128,0.13073196848417876
2020-2022,000837.SZ,static,725,0.01838426559718831,0.23166225129750612,0.4020172145414692,0.14824939529367495,0.2343609458408964,1.0162898069735466
2020-2022,000837.SZ,rolling,725,0.00986477999846902,0.0750286719341279,0.04964427379548895,0.27786790404963935,0.07760080121769572,0.48014165099695194
2020-2022,000838.SZ,static,727,0.004969373660450693,0.06240950460696959,0.08766930508247164,0.17968598445601885,0.06210253817316405,0.39186733231862414
2020-2022,000838.SZ,rolling,727,0.0007482544312167327,0.007053830389836528,0.026161794827267167,0.08045296935676542,0.055220956095574564,0.16888955066944367
2020-2022,000839.SZ,static,726,0.01640052945581838,0.10393143976781277,0.19185736902805087,0.30585507039349424,0.03133962104480285,0.6329835002341607
2020-2022,000839.SZ,rolling,726,0.012070797666845934,0.16413318764015603,0.12358787621045038,0.07107729353819535,0.11455549588143457,0.4733538532702364
2020-2022,000848.SZ,static,727,0.01504988040746813,0.18500386003268096,0.08395373798938228,0.10067432452254334,0.058350609747035265,0.42798253229164185
2020-2022,000848.SZ,rolling,727,0.00010722078306835137,8.561895112440144e-05,0.017136493592212833,0.029335266883517567,0.016711681495011704,0.0632690609218665
2020-2022,000850.SZ,static,727,0.0002445970133653219,0.0047024241731807685,0.003444831023489506,0.03132525802228882,0.011736603808031714,0.05120911702699081
2020-2022,000850.SZ,rolling,727,0.002676527173195997,0.007049720427046845,0.10399924968886229,0.01969816956664338,0.011768938094119597,0.14251607777667213
