trade_date,pearson,spearman
20221025,0.9941250159211565,0.9880408757665315
20221026,0.995101344095126,0.9903448249892013
20221027,0.994803137763842,0.9899432870589013
20221028,0.994748147395965,0.9901195395442854
20221031,0.9948941423030011,0.990765541656829
20221101,0.9948096030800219,0.9908667634128645
20221102,0.9952563036806398,0.9920868041083869
20221103,0.9954167867322297,0.9924023030858092
20221104,0.995604750054717,0.9927718829623118
20221107,0.9959554089409683,0.9935068136338835
20221108,0.9957795923726225,0.993289623171631
20221109,0.9959790172198418,0.9935730766774092
20221110,0.9956965534868272,0.9932938587752225
20221111,0.9956588606976211,0.9931278042729751
20221114,0.9958090549280976,0.9935160441015354
20221115,0.995583304374205,0.9932432136105863
20221116,0.9954112991502728,0.9931972897654837
20221117,0.9951884975093976,0.9929753792683407
20221118,0.995209142862579,0.9929081242139229
20221121,0.9952962419479588,0.992882481750511
20221122,0.9947035486000594,0.9918118121586397
20221123,0.994505630009581,0.9912440537310174
20221124,0.9945075706576002,0.9911933790857346
20221125,0.9945797175824661,0.9908744189124874
20221128,0.994980619643769,0.9912256595707594
20221129,0.9947400030403344,0.9904598712241386
20221130,0.9948575069880324,0.9905920517495997
20221201,0.9953504963890025,0.9914316156893146
20221202,0.9953872728307966,0.9917616669886429
20221205,0.9951101763994817,0.9909050291082606
20221206,0.9951455839173994,0.9908723525890479
20221207,0.9949141160183739,0.9905502952295155
20221208,0.9950915555103866,0.9906883860386351
20221209,0.9956376334809592,0.9917047822300038
20221212,0.9951195804700284,0.9907820419412662
20221213,0.9952132074580774,0.9907289862758584
20221214,0.9954683823420138,0.991177719835712
20221215,0.995577361929912,0.9915024123610529
20221216,0.9951321088155175,0.9905151482854674
20221219,0.9951542941585053,0.9904822952788722
20221220,0.9952195209187322,0.9905147591349422
20221221,0.9950281207189646,0.9900777589039276
20221222,0.9950778422800062,0.9900050992579331
20221223,0.9959438945294857,0.9914568683291755
20221226,0.9949272056475862,0.989514745460439
20221227,0.9957816500157074,0.9909063634704933
20221228,0.9956455830034706,0.990249141004272
20221229,0.9956905928374407,0.9902257270281465
20221230,0.9958531294891741,0.9904836792395624
20230103,0.9957507302755907,0.9900571471266228
20230104,0.9957266066868581,0.9902562970975891
20230105,0.99544090677956,0.9899412363119704
20230106,0.9954228760070577,0.9901540719410662
20230109,0.99549688665758,0.9906029227505552
20230110,0.9954140649241227,0.9906228144298749
20230111,0.9958571266447485,0.9917030426558918
20230112,0.9956813478810774,0.9913310469897291
20230113,0.995650424545198,0.991415881552495
20230116,0.9964447721499664,0.993075830136551
20230117,0.9965273605135992,0.9933083638509074
20230118,0.9963823501759893,0.9933285223018716
20230119,0.9966948071264172,0.9938900770363699
20230120,0.9968357806975928,0.9941481976759567
20230130,0.996691897033669,0.993978492371142
20230131,0.9972366618237599,0.9951647139793318
20230201,0.9969254343179106,0.99455825055185
20230202,0.9972803364222149,0.9953851717936326
20230203,0.9972376118893687,0.9952815245118782
20230206,0.9972963325333498,0.9953358375754956
20230207,0.9975427848163553,0.9955278682693499
20230208,0.9975957935160964,0.9956035453202773
20230209,0.997297791134769,0.9951064555936894
20230210,0.99709522520745,0.9944238763360194
20230213,0.9970646849157478,0.9944591427533898
20230214,0.9970186419942275,0.9945207713471887
20230215,0.9970046133294219,0.99466215712252
20230216,0.9962837606370513,0.9933080066189358
20230217,0.996032814552918,0.9928091538041595
20230220,0.9955165423280992,0.9919907088006179
20230221,0.9955312641191042,0.9920206163919225
20230222,0.9954535148480939,0.9919886105192512
20230223,0.9957987917067187,0.9923282482468079
20230224,0.9957875429966805,0.9922877343592714
20230227,0.9958873584722471,0.9922227849983061
20230228,0.9962595013782316,0.9923253513530621
20230301,0.9965571413108718,0.9928509591480743
20230302,0.9964874081644931,0.992644787338265
20230303,0.9966718297506866,0.9930109318447737
20230306,0.9964814414794514,0.9928909231191558
20230307,0.9960641697163481,0.9919244319876966
20230308,0.9954009773483912,0.9902977219119541
20230309,0.9958328489886349,0.9914709169493181
20230310,0.9959385682674243,0.9914972012251864
20230313,0.9953790265360364,0.9905148010556271
20230314,0.9952442600329293,0.9899351823818551
20230315,0.9949673934646444,0.9893961425706921
20230316,0.9955371518470701,0.9907905017723856
20230317,0.9962532655690536,0.9918220708101518
20230320,0.9969987298324086,0.9933573181151734
20230321,0.9965446016438577,0.9922968810346474
20230322,0.9965552360392576,0.9923200642770099
20230323,0.9963910365843892,0.9919482636677118
20230324,0.9964746889233952,0.9921413460095068
20230327,0.9966328942508592,0.9922772612738343
20230328,0.9967231051792187,0.9921797384773274
20230329,0.9967697004236862,0.9924378550276312
20230330,0.9965513312710877,0.9918515967032555
20230331,0.9966012569771162,0.9920407165953805
20230403,0.9961797411560216,0.9909626699546843
20230404,0.9962005513737415,0.9912448862617066
20230406,0.9965287157434215,0.9921502553247402
20230407,0.9965767049436689,0.9926374433985122
20230410,0.9960133518796571,0.9916088163122565
20230411,0.9961595499576792,0.9919183661906765
20230412,0.995810119228971,0.9908932812345818
20230413,0.9959288500192844,0.9914380458035145
20230414,0.9961438509880228,0.991932121242294
20230417,0.9953462224582398,0.9904940166454803
20230418,0.9951535762431309,0.9901025122819166
20230419,0.9953113122196368,0.990279439655791
20230420,0.9950208752326251,0.9898885906395524
20230421,0.9928301118458891,0.985354556166818
20230424,0.9927428094236459,0.9854814590568802
20230425,0.9923715827510236,0.9852728820223721
20230426,0.991965775040502,0.98510592847386
20230427,0.9925359030409404,0.9856775402857298
20230428,0.9915854085957614,0.9842650013647097
20230504,0.9908907700553349,0.9834648069179429
20230505,0.9923771942347462,0.9857182825983248
20230508,0.9930516046798784,0.9868066609007159
20230509,0.9934558651412094,0.987189838404457
20230510,0.9936735152775859,0.9875279152536041
20230511,0.99407823637962,0.9881874780941746
20230512,0.994258960131332,0.9885765735835288
20230515,0.9947066042286702,0.9897969322703909
20230516,0.9947022450534145,0.9895910401311071
20230517,0.9947590385092242,0.9894349407139004
20230518,0.9950113883546333,0.9898735424174355
20230519,0.9947289164517891,0.9893484212065171
20230522,0.9948298528221466,0.9897632282343009
20230523,0.995230803390539,0.9907395354016555
20230524,0.9955287499957252,0.991336731255398
20230525,0.9954769342234324,0.9910538839748739
20230526,0.9958619478013105,0.9918433351576644
20230529,0.9959706031493094,0.9916559470877347
20230530,0.9958549144092389,0.9910420414216666
20230531,0.9965230010284576,0.9920839927462227
20230601,0.9974121115410363,0.993409460911021
20230602,0.9973818727477354,0.9936069924631533
20230605,0.997494594745772,0.9939650797980344
20230606,0.9977269763984794,0.9945635812466309
20230607,0.9975419686378085,0.9940444561418552
20230608,0.9971644427714992,0.9929115339641471
20230609,0.9970717075554273,0.9928447715312565
20230612,0.9970060639147663,0.9928382287894794
20230613,0.9968541038157986,0.9926299129407176
20230614,0.9970921503589409,0.9932703646291917
20230615,0.9972072796947052,0.9938091959183105
20230616,0.9973200006178521,0.994166942301102
20230619,0.996876067126339,0.9931301477542158
20230620,0.9969749780941563,0.9933401389808303
20230621,0.9961786195582134,0.9921883586648773
20230626,0.9953378745595621,0.990800037318771
20230627,0.9949330529781875,0.9900378480847092
20230628,0.9945835454335836,0.9893064808450677
20230629,0.9941391617049455,0.9887054948841026
